Name,Female,Male,M/F
Darien,1461,5372,3.68
German,5,5370,1074
Richie,304,5360,17.63
Jacky,900,5343,5.94
Jerod,0,5333,100
Mac,17,5299,311.71
Abram,0,5294,100
Malachi,45,5277,117.27
Cyril,30,5253,175.1
Jude,789,5218,6.61
Cleo,9430,5208,0.55
Milo,20,5201,260.05
Darron,5,5199,1039.8
Earle,61,5193,85.13
Elisha,10794,5188,0.48
Andrea,356921,5167,0.01
Huey,0,5136,100
Bud,0,5128,100
Kelley,44537,5124,0.12
Ahmed,0,5107,100
Reece,200,5099,25.5
Dayton,119,5098,42.84
Isidro,0,5094,100
Mohammed,0,5065,100
Connie,253717,5063,0.02
Deonte,41,5062,123.46
Marques,23,5061,220.04
Mitch,0,5042,100
Bo,311,5040,16.21
Mckinley,727,5034,6.92
Eliseo,0,5007,100
Toney,177,4997,28.23
Coty,746,4949,6.63
Kellen,805,4948,6.15
Morton,0,4942,100
Uriel,69,4932,71.48
Rogers,15,4925,328.33
Jaquan,48,4920,102.5
Broderick,0,4910,100
Wilton,10,4909,490.9
Foster,29,4906,169.17
Ezequiel,0,4905,100
Romeo,0,4902,100
Leif,5,4897,979.4
Douglass,15,4893,326.2
Chet,0,4880,100
Layne,2109,4867,2.31
Raleigh,443,4851,10.95
Estevan,10,4838,483.8
Raymon,0,4838,100
Genaro,0,4832,100
Efren,0,4830,100
Shaquille,387,4828,12.48
Dario,0,4826,100
Raheem,6,4825,804.17
Derrell,16,4808,300.5
Shea,6208,4808,0.77
Whitney,84649,4801,0.06
Daquan,6,4761,793.5
Cedrick,10,4758,475.8
Patricia,1473073,4721,0
Greggory,0,4702,100
Hassan,7,4695,670.71
Burt,0,4691,100
Deven,1020,4687,4.6
Kai,1882,4683,2.49
Pierce,17,4679,275.24
Ari,483,4679,9.69
Madison,95710,4672,0.05
Arnulfo,0,4669,100
Lupe,13191,4662,0.35
Jules,145,4650,32.07
Alva,4129,4646,1.13
Napoleon,0,4639,100
Austen,319,4639,14.54
Felton,5,4626,925.2
Olin,0,4625,100
Jennifer,1389208,4625,0
Tate,343,4621,13.47
Stanton,0,4610,100
Jaden,1734,4610,2.66
Sydney,66450,4608,0.07
Val,1542,4607,2.99
Mariano,0,4598,100
Benton,0,4596,100
Valentin,0,4582,100
Isaias,0,4580,100
Colt,11,4576,416
Art,0,4528,100
Donavan,5,4508,901.6
Darrius,0,4502,100
Elroy,0,4501,100
Odis,48,4496,93.67
Benedict,0,4480,100
Shon,354,4454,12.58
Westley,5,4448,889.6
Demond,25,4446,177.84
Cristopher,0,4438,100
Jeromy,0,4436,100
Delmer,5,4419,883.8
Aurelio,6,4411,735.17
Deron,35,4390,125.43
Lauren,343703,4380,0.01
Garrick,0,4377,100
Edgardo,0,4376,100
Jamil,232,4376,18.86
Brain,10,4367,436.7
Davin,221,4363,19.74
Kelsey,114393,4349,0.04
Dee,14793,4343,0.29
Baby,3980,4333,1.09
Christophe,0,4323,100
Marcelino,0,4303,100
Dickie,234,4303,18.39
Colten,0,4299,100
Mohamed,0,4299,100
Torrey,952,4298,4.51
Lyman,0,4297,100
Lars,0,4296,100
Francesco,0,4283,100
Delano,71,4282,60.31
Alfonzo,0,4281,100
Leigh,38569,4281,0.11
Carmelo,0,4264,100
Shad,0,4260,100
Alphonse,0,4253,100
Marcellus,5,4233,846.6
Emmitt,0,4227,100
Akeem,0,4225,100
Dimitri,99,4219,42.62
Dereck,0,4215,100
Antwon,5,4213,842.6
Trever,0,4210,100
Wally,135,4208,31.17
Brandan,96,4202,43.77
Dashawn,484,4194,8.67
Derik,0,4190,100
Enoch,0,4190,100
Curtiss,0,4179,100
Hilton,0,4174,100
Demario,17,4172,245.41
Britt,2708,4154,1.53
Andreas,44,4139,94.07
Rayford,0,4129,100
Holden,19,4128,217.26
Coby,322,4123,12.8
Kimberly,762716,4117,0.01
Chaim,6,4115,685.83
Luciano,0,4110,100
Warner,33,4098,124.18
Bronson,0,4091,100
Dandre,37,4084,110.38
Milford,6,4073,678.83
Maximilian,0,4073,100
Lindsay,114118,4035,0.04
Emile,380,4032,10.61
Glynn,309,4022,13.02
Burl,0,4019,100
Normand,0,4017,100
Hoyt,0,4016,100
Fritz,0,4013,100
Donell,591,3982,6.74
Jade,29445,3982,0.14
Bertram,0,3974,100
Oren,0,3971,100
Lacy,15327,3968,0.26
Jeramy,5,3964,792.8
Kenyon,155,3962,25.56
Leopoldo,0,3961,100
Arden,1975,3954,2
Lazaro,0,3945,100
Elmo,16,3942,246.38
Darell,10,3941,394.1
Kieran,571,3928,6.88
Duke,0,3917,100
Gunnar,0,3905,100
Gaylord,5,3904,780.8
Rubin,16,3896,243.5
Haywood,0,3896,100
Cletus,66,3896,59.03
Gil,0,3886,100
Rashawn,698,3873,5.55
King,5,3869,773.8
Franklyn,5,3865,773
Gayle,59205,3864,0.07
Terrill,714,3863,5.41
Marcelo,0,3862,100
Otha,584,3858,6.61
Artis,663,3853,5.81
Lesley,28660,3846,0.13
Barbara,1297254,3845,0
Lucius,0,3839,100
Milan,900,3836,4.26
Rosendo,0,3830,100
Reyes,425,3829,9.01
Baron,0,3821,100
Sherwood,5,3814,762.8
Elizabeth,1061981,3813,0
Berry,257,3809,14.82
Antione,49,3807,77.69
Jere,1105,3807,3.45
Delvin,22,3783,171.95
Dwaine,0,3774,100
Olen,0,3772,100
Cristobal,11,3771,342.82
Gearld,5,3769,753.8
Ferdinand,0,3768,100
Jefferey,0,3766,100
Carrol,3729,3759,1.01
Keon,147,3754,25.54
Von,408,3746,9.18
Del,586,3745,6.39
Linda,1432220,3744,0
Sawyer,459,3733,8.13
Triston,177,3728,21.06
Timmothy,0,3722,100
Camron,185,3722,20.12
Kane,24,3716,154.83
Buck,0,3706,100
Jaylen,466,3703,7.95
Alonso,0,3701,100
Cale,0,3687,100
Boyce,31,3681,118.74
Simeon,15,3679,245.27
Norberto,0,3672,100
Regis,229,3671,16.03
Dejuan,40,3666,91.65
Dewitt,0,3646,100
Deric,0,3643,100
Judd,0,3635,100
Arnoldo,0,3626,100
Trace,333,3613,10.85
Darion,463,3609,7.79
Melvyn,5,3604,720.8
Rich,0,3602,100
Jairo,0,3599,100
Eliot,41,3598,87.76
Maria,420038,3585,0.01
Travon,28,3582,127.93
Malcom,0,3580,100
Johnson,16,3576,223.5
Woody,10,3575,357.5
Lorne,38,3558,93.63
Kirt,0,3555,100
Laron,119,3546,29.8
Buster,0,3541,100
Jerad,0,3536,100
Newton,0,3530,100
Jeremie,70,3528,50.4
Orion,88,3526,40.07
Samual,0,3525,100
Carnell,321,3521,10.97
Samson,0,3520,100
Williams,24,3516,146.5
Britton,736,3512,4.77
Brandt,38,3503,92.18
Abdul,0,3497,100
Ulises,10,3493,349.3
Talmadge,0,3488,100
Waymon,0,3478,100
Stevan,0,3475,100
Kennedy,8723,3465,0.4
Len,107,3463,32.36
Noble,95,3462,36.44
Arlie,570,3461,6.07
Lorin,2057,3457,1.68
Hayward,0,3446,100
Ramsey,490,3446,7.03
Columbus,0,3443,100
Lawerence,0,3441,100
Claudio,27,3439,127.37
Claud,19,3438,180.95
Garrison,5,3425,685
Levon,372,3422,9.2
Darold,0,3416,100
Dangelo,0,3416,100
Leander,23,3415,148.48
Kolby,483,3408,7.06
Jasen,0,3393,100
Brannon,116,3393,29.25
Ritchie,33,3389,102.7
Murphy,405,3384,8.36
Alexandro,0,3378,100
Sage,3803,3377,0.89
Jessica,936965,3370,0
Randel,25,3369,134.76
Leighton,290,3359,11.58
Delton,0,3355,100
Trinidad,2108,3354,1.59
Seymour,0,3352,100
Mose,31,3350,108.06
Lucien,0,3348,100
Theo,956,3336,3.49
Donavon,0,3333,100
Demarco,0,3330,100
Muhammad,0,3323,100
Mauro,0,3322,100
Nevin,28,3319,118.54
Edison,0,3317,100
Lynwood,5,3316,663.2
Farrell,366,3315,9.06
Margarito,0,3314,100
Kade,37,3312,89.51
Brennen,82,3305,40.3
Rollin,0,3302,100
Ambrose,0,3301,100
Giuseppe,0,3290,100
Quinten,0,3286,100
Rey,0,3279,100
Butch,0,3275,100
Kristoffer,0,3275,100
Maxie,1765,3271,1.85
Benson,0,3264,100
Garett,0,3260,100
Infant,3059,3260,1.07
Dedrick,16,3254,203.38
Jered,0,3253,100
Kalvin,0,3249,100
Roel,0,3244,100
Antone,5,3243,648.6
Denton,0,3243,100
Adrain,564,3243,5.75
Wardell,13,3242,249.38
Asher,129,3242,25.13
Porter,37,3240,87.57
Adalberto,0,3236,100
Marshal,74,3226,43.59
Zack,0,3224,100
Lucio,0,3222,100
Jabari,0,3220,100
Jayden,1125,3217,2.86
Brien,5,3215,643
Eugenio,0,3207,100
Zechariah,0,3202,100
Reinaldo,0,3199,100
Fermin,0,3193,100
Jessy,1106,3178,2.87
Harmon,5,3172,634.4
Mel,212,3166,14.93
Kaden,86,3161,36.76
Dontae,17,3160,185.88
Duwayne,0,3160,100
Jerel,5,3159,631.8
Kendal,3326,3158,0.95
Tre,47,3151,67.04
Alvis,186,3151,16.94
Camden,488,3150,6.45
Enrico,0,3148,100
Robb,0,3144,100
Hamilton,0,3138,100
Ike,0,3138,100
Les,32,3129,97.78
Palmer,213,3122,14.66
Gaylon,218,3121,14.32
Turner,71,3120,43.94
Derwin,0,3113,100
Blaise,222,3109,14
Jayme,11709,3107,0.27
Abe,0,3105,100
Lavon,4093,3105,0.76
Dennie,569,3101,5.45
Omer,5,3097,619.4
Kendell,1010,3097,3.07
Michelle,750691,3095,0
Dorsey,565,3089,5.47
Mateo,0,3085,100
Brandyn,396,3083,7.79
Michale,333,3074,9.23
Eliezer,0,3073,100
Carleton,0,3073,100
Vincenzo,0,3068,100
Timmie,322,3067,9.52
Justen,5,3065,613
Glendon,19,3063,161.21
Reynold,0,3061,100
Chip,0,3060,100
Jedidiah,6,3057,509.5
Barron,0,3056,100
Abelardo,0,3054,100
Jeremey,0,3050,100
Caesar,0,3049,100
Hilario,0,3039,100
Eldridge,0,3035,100
Rueben,0,3035,100
Rasheed,34,3029,89.09
Hakeem,0,3027,100
Jeramie,41,3027,73.83
Audie,519,3026,5.83
Kevan,48,3017,62.85
Valentine,746,3015,4.04
Reymundo,0,3012,100
Rosario,7899,3006,0.38
Lafayette,16,3004,187.75
Wes,0,2996,100
Tariq,7,2993,427.57
Elden,5,2990,598
Walton,0,2977,100
Hobert,0,2972,100
Tobin,27,2967,109.89
Artie,1818,2967,1.63
Deion,87,2965,34.08
Sal,0,2963,100
Sherwin,15,2954,196.93
Constantine,15,2950,196.67
Tremayne,39,2949,75.62
Caden,63,2946,46.76
Hardy,5,2939,587.8
Schuyler,707,2938,4.16
Khalid,0,2930,100
Brook,7551,2927,0.39
Winford,0,2923,100
Lawson,37,2920,78.92
Jame,369,2914,7.9
Ryne,24,2912,121.33
Shay,3930,2912,0.74
Horacio,0,2905,100
Samir,0,2905,100
Orval,0,2898,100
Donta,91,2890,31.76
Blane,0,2887,100
Hosea,5,2886,577.2
Verne,266,2886,10.85
Alford,0,2885,100
Tristin,1555,2881,1.85
Bartholomew,0,2878,100
Jarrell,22,2877,130.77
Melton,0,2875,100
Mahlon,0,2865,100
Erasmo,0,2864,100
Anson,0,2853,100
Angus,0,2850,100
Adonis,63,2846,45.17
Davion,93,2846,30.6
Julien,85,2836,33.36
Juwan,5,2835,567
Dell,1428,2831,1.98
Ishmael,0,2830,100
Cal,10,2827,282.7
Arvin,0,2827,100
Corwin,0,2824,100
Vidal,10,2821,282.1
Refugio,332,2818,8.49
Domenick,0,2817,100
Orrin,0,2812,100
Christoper,0,2809,100
Dillan,31,2805,90.48
Prentice,46,2805,60.98
Dwane,0,2804,100
Nico,260,2800,10.77
Sharon,712708,2797,0
Kelton,21,2791,132.9
Gideon,0,2788,100
Jevon,91,2788,30.64
Anibal,22,2784,126.55
Franco,0,2782,100
Valentino,0,2782,100
Lisa,954682,2781,0
Michal,2833,2780,0.98
Tye,199,2779,13.96
Adrien,1036,2776,2.68
Patsy,108673,2776,0.03
Abner,0,2772,100
Sedrick,0,2767,100
Marcell,836,2767,3.31
Hudson,38,2755,72.5
Orin,0,2749,100
Betty,656061,2747,0
Cortney,15517,2743,0.18
Torrance,5,2738,547.6
Lorenza,1822,2729,1.5
Joan,424598,2729,0.01
Lucian,11,2728,248
Meredith,58849,2721,0.05
Tarik,11,2716,246.91
Boris,0,2716,100
Wilber,5,2715,543
Evans,5,2715,543
Santo,0,2715,100
Cleve,5,2713,542.6
Johnpaul,0,2711,100
Vinson,0,2707,100
Nancy,910807,2704,0
Niles,0,2703,100
Hernan,0,2701,100
Vernell,5104,2699,0.53
Granville,0,2688,100
Nathen,0,2688,100
Justus,195,2684,13.76
Kay,91777,2682,0.03
Giles,0,2681,100
Donal,5,2672,534.4
Darvin,0,2671,100
Davey,21,2669,127.1
Sandra,858271,2669,0
Harland,0,2668,100
Patric,73,2665,36.51
Beverly,340394,2655,0.01
Marquez,5,2652,530.4
Kwame,38,2649,69.71
Uriah,179,2647,14.79
Rupert,6,2645,440.83
Homero,0,2644,100
Arlin,275,2643,9.61
Jarret,0,2640,100
Jacoby,67,2640,39.4
Misael,16,2638,164.88
Tyrel,0,2637,100
Karen,957526,2637,0
Kelby,757,2634,3.48
Nicholaus,0,2630,100
Wayland,0,2629,100
Merritt,841,2629,3.13
Ibrahim,0,2622,100
Axel,0,2620,100
Deshaun,231,2619,11.34
Garfield,0,2608,100
Ladarius,0,2608,100
Tyrus,0,2598,100
Kenyatta,3816,2592,0.68
Tremaine,288,2590,8.99
Paulo,0,2587,100
Nehemiah,21,2585,123.1
Eleazar,7,2584,369.14
Tyrese,129,2584,20.03
Pernell,174,2582,14.84
Kieth,0,2581,100
Rolf,0,2576,100
Charlton,5,2575,515
Layton,68,2575,37.87
Willy,76,2570,33.82
Benjamen,0,2568,100
Sarah,776075,2567,0
Everardo,0,2563,100
Wylie,72,2561,35.57
Raynard,0,2554,100
Willian,5,2552,510.4
Windell,21,2552,121.52
Allyn,1474,2552,1.73
Gareth,5,2551,510.2
Frances,279608,2549,0.01
Gerold,0,2544,100
Bonnie,283964,2539,0.01
Jewel,17660,2535,0.14
Amado,0,2529,100
Lucious,0,2528,100
Clarke,161,2528,15.7
Miller,141,2526,17.91
Faustino,0,2525,100
Stephanie,670344,2520,0
Ephraim,0,2516,100
Susan,1088142,2511,0
Stoney,5,2506,501.2
Thor,0,2506,100
Lamonte,0,2506,100
Dequan,5,2501,500.2
Terance,0,2498,100
Ellsworth,0,2497,100
Elwin,0,2497,100
Reno,17,2494,146.71
Zakary,0,2492,100
Rand,6,2490,415
Porfirio,0,2490,100
Theadore,0,2490,100
Clemente,0,2488,100
Kolton,0,2488,100
Dameon,0,2484,100
Armond,0,2484,100
Randle,7,2482,354.57
Denzil,5,2477,495.4
Daryle,198,2477,12.51
Leandro,0,2476,100
Channing,1555,2474,1.59
Arther,24,2467,102.79
Verlin,115,2466,21.44
Richmond,0,2462,100
Alain,6,2461,410.17
Courtland,155,2455,15.84
Leeroy,0,2452,100
Luigi,0,2444,100
Regan,7174,2438,0.34
Loy,615,2436,3.96
Reagan,6030,2435,0.4
Tito,0,2431,100
Loran,626,2431,3.88
Rojelio,0,2426,100
Arlan,0,2425,100
Waldo,0,2422,100
Jory,349,2421,6.94
Melissa,706176,2419,0
Oswaldo,0,2415,100
Kobe,48,2415,50.31
Elgin,7,2414,344.86
Torey,1197,2409,2.01
Spenser,306,2407,7.87
Davie,357,2405,6.74
Edmundo,0,2402,100
Andra,5010,2398,0.48
Rowland,0,2397,100
Cassidy,24527,2397,0.1
Marcello,10,2394,239.4
Isreal,20,2394,119.7
Antonia,20966,2391,0.11
Geary,0,2390,100
Jamarcus,0,2385,100
Martez,6,2384,397.33
Jodie,25383,2384,0.09
Giancarlo,0,2380,100
Jermey,0,2379,100
Davonte,5,2378,475.6
Maximillian,0,2378,100
Derrek,0,2375,100
Lino,0,2375,100
Codey,28,2374,84.79
Vladimir,0,2372,100
Arlo,12,2367,197.25
Yosef,0,2367,100
Renaldo,0,2365,100
Terrel,81,2363,29.17
Winfield,0,2359,100
Talon,178,2356,13.24
Brion,66,2349,35.59
Willam,0,2337,100
Bertrand,0,2336,100
Cris,1065,2336,2.19
Alexandre,140,2334,16.67
Emiliano,0,2333,100
Garold,0,2327,100
Tavon,73,2322,31.81
Darcy,18841,2320,0.12
Renard,0,2319,100
Adolphus,0,2318,100
Torrence,0,2317,100
Jaylon,92,2311,25.12
Kit,1042,2309,2.22
Allison,192932,2307,0.01
Kale,86,2306,26.81
Jarett,0,2304,100
Junius,0,2300,100
Amador,0,2298,100
Devyn,3005,2298,0.76
Chadd,0,2297,100
Cheyenne,35215,2289,0.07
Henri,429,2286,5.33
Lamarr,24,2277,94.88
Reginal,5,2274,454.8
Roddy,0,2274,100
Lou,23017,2274,0.1
Webster,0,2272,100
Philippe,0,2270,100
Montgomery,53,2268,42.79
Micky,538,2262,4.2
Alonza,0,2261,100
Rance,0,2260,100
Ezell,131,2258,17.24
Remington,344,2258,6.56
Jewell,11466,2258,0.2
Lennie,1699,2255,1.33
Howell,0,2254,100
Anders,0,2253,100
Karim,53,2253,42.51
Jammie,3785,2248,0.59
Justyn,96,2246,23.4
Menachem,0,2244,100
Florentino,0,2237,100
Patricio,5,2234,446.8
Merlyn,940,2224,2.37
Seamus,0,2223,100
Obie,67,2223,33.18
Ottis,12,2208,184
Jedediah,0,2201,100
Nicklaus,0,2201,100
Montrell,28,2201,78.61
Lovell,314,2201,7.01
Kenney,5,2197,439.4
Edsel,0,2194,100
Garnett,1054,2192,2.08
Dillion,0,2184,100
Davy,77,2184,28.36
Parrish,308,2183,7.09
Omari,52,2182,41.96
Rian,1110,2181,1.96
Dylon,0,2179,100
Oran,0,2178,100
Ricki,3585,2174,0.61
Syed,6,2173,362.17
Donna,794185,2169,0
Mikal,424,2168,5.11
Dallin,0,2167,100
Laura,649877,2163,0
Anthoney,0,2162,100
Ceasar,0,2162,100
Manny,0,2159,100
Marlo,5261,2158,0.41
Nels,0,2154,100
Mcarthur,0,2154,100
Alvie,208,2152,10.35
Faron,52,2150,41.35
Brodie,56,2147,38.34
Lashawn,7051,2147,0.3
Christofer,0,2146,100
Shedrick,0,2140,100
Lawrance,0,2139,100
Michele,220712,2135,0.01
Burke,5,2134,426.8
Ford,0,2134,100
Eusebio,0,2134,100
Tavares,23,2134,92.78
Camilo,0,2131,100
River,272,2131,7.83
Jaren,206,2130,10.34
Jennings,27,2129,78.85
Florencio,0,2127,100
Darby,4790,2127,0.44
Augustin,0,2126,100
Kiel,30,2126,70.87
Fransisco,0,2125,100
Dillard,0,2124,100
Mathias,0,2122,100
Nils,0,2120,100
Shamar,224,2120,9.46
Margaret,655395,2119,0
Gaston,0,2117,100
Amit,67,2117,31.6
Kennard,0,2114,100
Clarance,0,2114,100
Teodoro,0,2105,100
Rondell,67,2104,31.4
Kevon,50,2102,42.04
Franz,0,2099,100
Quenton,0,2098,100
Jorden,1183,2097,1.77
Gorge,0,2094,100
Wyman,0,2093,100
Darrion,115,2091,18.18
Octavius,15,2089,139.27
Judah,66,2089,31.65
Lonzo,0,2088,100
Kalen,911,2087,2.29
Brenda,588160,2081,0
Rock,0,2078,100
Hermon,10,2075,207.5
Rayshawn,179,2074,11.59
Juston,0,2073,100
Destin,324,2058,6.35
Joseluis,0,2054,100
Crawford,0,2048,100
Amanda,712090,2046,0
Creighton,0,2044,100
Thurston,0,2043,100
London,2293,2042,0.89
Hasan,0,2038,100
Jonny,126,2036,16.16
Benjiman,0,2035,100
Jelani,177,2035,11.5
Braulio,0,2030,100
Dayne,127,2030,15.98
Dorothy,473129,2030,0
Dionte,26,2029,78.04
Chadrick,0,2025,100
Alessandro,0,2023,100
Lindell,324,2023,6.24
Kadeem,0,2022,100
Esequiel,0,2021,100
Devonta,36,2021,56.14
Sunny,5707,2020,0.35
Kerwin,0,2017,100
Jereme,0,2017,100
Gaetano,0,2015,100
Justine,29663,2013,0.07
Dominque,3526,2012,0.57
Ronaldo,0,2010,100
Yancy,234,2010,8.59
Maverick,0,2008,100
Jerimiah,0,2007,100
Sheridan,3344,2006,0.6
Abdullah,0,2004,100
Edd,7,2000,285.71
Dax,0,2000,100
Mikael,218,2000,9.17
Roderic,0,1999,100
Lavell,203,1999,9.85
Skip,0,1996,100
Johny,6,1995,332.5
Prentiss,45,1993,44.29
Matthias,0,1992,100
Lucky,260,1992,7.66
Jerrel,26,1991,76.58
Jamin,133,1991,14.97
Demetris,892,1990,2.23
Dajuan,0,1988,100
Llewellyn,127,1986,15.64
Yehuda,0,1982,100
Angela,605355,1979,0
Doran,55,1976,35.93
Oneal,39,1974,50.62
Wayman,0,1971,100
Tyshawn,122,1969,16.14
Brantley,199,1967,9.88
Rollie,11,1966,178.73
Joyce,449880,1966,0
Deane,959,1965,2.05
Codie,1307,1961,1.5
Jonnie,4058,1961,0.48
Sampson,0,1958,100
Rashaad,0,1957,100
Maury,247,1955,7.91
Deondre,15,1954,130.27
Carlyle,92,1953,21.23
Gianni,503,1951,3.88
Raoul,0,1950,100
Konrad,0,1950,100
Cynthia,680907,1950,0
Brandin,137,1949,14.23
Rebecca,656272,1946,0
Jameel,18,1944,108
Jacinto,0,1944,100
Koby,20,1944,97.2
Stafford,0,1940,100
Niko,208,1939,9.32
Matias,0,1938,100
Montez,386,1938,5.02
Keyon,101,1936,19.17
Kennth,0,1935,100
Geraldo,0,1934,100
Jarad,0,1930,100
Jaleel,17,1922,113.06
Santino,0,1922,100
Demetrios,0,1921,100
Rayburn,0,1920,100
Theodis,0,1920,100
Early,200,1920,9.6
Gray,38,1919,50.5
Blas,0,1917,100
Geno,0,1912,100
Conley,52,1912,36.77
Nash,18,1910,106.11
Fredy,0,1908,100
Kipp,5,1907,381.4
Salomon,0,1904,100
Trevin,0,1903,100
Werner,0,1903,100
Germaine,4904,1903,0.39
Sharif,5,1902,380.4
Richardo,0,1901,100
Christina,430587,1899,0
Luiz,0,1897,100
Kristen,202165,1890,0.01
Harrell,0,1889,100
Dempsey,47,1889,40.19
Demetrio,0,1887,100
Mustafa,0,1886,100
Rudolfo,0,1886,100
Darrian,782,1883,2.41
Ora,12941,1882,0.15
Godfrey,0,1881,100
Vincente,0,1880,100
Corry,314,1880,5.99
Clem,0,1879,100
Markel,99,1879,18.98
Bilal,0,1877,100
Montana,3578,1876,0.52
Trae,46,1872,40.7
Enos,0,1870,100
Domenico,0,1869,100
Rylan,119,1866,15.68
Maximo,0,1864,100
Demetri,158,1864,11.8
Rustin,0,1863,100
Terell,38,1862,49
Brandy,101005,1862,0.02
Anselmo,0,1856,100
Yisroel,0,1856,100
Lambert,0,1856,100
Henderson,0,1850,100
Gaylen,348,1849,5.31
Arne,0,1847,100
Mordechai,0,1846,100
Christine,528568,1846,0
Aloysius,0,1845,100
Cain,0,1844,100
Rohan,0,1842,100
Vic,0,1838,100
Eldred,60,1837,30.62
Brennon,0,1835,100
Ravi,5,1833,366.6
Ronnell,183,1833,10.02
Marko,0,1832,100
Kegan,148,1832,12.38
Tristian,337,1830,5.43
Hayes,18,1828,101.56
Haskell,0,1827,100
Ennis,107,1825,17.06
Linden,571,1825,3.2
Ryland,23,1823,79.26
Desean,11,1822,165.64
Lamarcus,0,1822,100
Cleon,51,1822,35.73
Wendall,6,1820,303.33
Renato,6,1820,303.33
Elmore,0,1820,100
Jeb,0,1819,100
Franky,30,1819,60.63
Nicola,4227,1819,0.43
Kenya,15943,1819,0.11
Ivy,16886,1816,0.11
Kole,0,1815,100
Burnell,339,1815,5.35
Nicole,511747,1815,0
Doris,244809,1813,0.01
Walt,0,1811,100
Auston,0,1810,100
Tyquan,10,1807,180.7
Baxter,0,1804,100
Danniel,186,1804,9.7
Brooke,113366,1804,0.02
Modesto,0,1803,100
Markell,175,1803,10.3
Ammon,0,1801,100
Trinity,6229,1801,0.29
Kahlil,0,1800,100
Martell,21,1794,85.43
Gustave,0,1790,100
Rashaun,182,1789,9.83
Pascual,0,1788,100
Johathan,0,1787,100
Sky,1917,1787,0.93
Yaakov,0,1785,100
Christ,47,1781,37.89
Antwain,0,1779,100
Farris,292,1779,6.09
Derald,0,1778,100
Durwood,0,1776,100
Nakia,7450,1776,0.24
Mikeal,13,1775,136.54
Loyal,5,1772,354.4
Ransom,0,1772,100
Joeseph,0,1770,100
Herb,0,1770,100
Joshuah,0,1769,100
Collins,18,1768,98.22
Hampton,5,1767,353.4
Hezekiah,0,1766,100
Curley,350,1766,5.05
Jaret,5,1765,353
Edson,0,1764,100
Jacque,4703,1760,0.37
Dock,0,1759,100
Javonte,39,1757,45.05
Amy,626940,1757,0
Jarrad,0,1753,100
Donato,0,1749,100
Danielle,320770,1749,0.01
Lenwood,0,1747,100
Zion,297,1747,5.88
Dakotah,756,1747,2.31
Bradlee,55,1745,31.73
Cardell,7,1744,249.14
Robbin,8491,1744,0.21
Baldemar,0,1742,100
Johan,94,1740,18.51
Aiden,169,1738,10.28
Geronimo,0,1735,100
Austyn,541,1732,3.2
Deante,5,1730,346
Christos,0,1730,100
Javan,37,1730,46.76
Tillman,0,1729,100
Lex,0,1728,100
Stetson,0,1725,100
Rudolf,0,1725,100
Erie,407,1725,4.24
Fausto,0,1724,100
General,0,1720,100
Easton,87,1718,19.75
Delmas,0,1717,100
Desi,514,1716,3.34
Oswald,0,1714,100
Rosevelt,0,1710,100
Najee,308,1708,5.55
Dustyn,60,1706,28.43
Eriberto,0,1705,100
Rondal,0,1704,100
Daryn,505,1703,3.37
Maximiliano,0,1701,100
Deonta,36,1701,47.25
Murry,41,1701,41.49
Derrik,0,1699,100
Filiberto,0,1698,100
Keshawn,298,1698,5.7
Jaylin,840,1698,2.02
Taj,204,1697,8.32
Paxton,558,1697,3.04
Elzie,95,1694,17.83
Cy,5,1693,338.6
Kirkland,12,1693,141.08
Jayce,357,1692,4.74
Celestino,0,1691,100
Gentry,641,1690,2.64
Shelly,82766,1689,0.02
Candelario,0,1687,100
Shan,842,1686,2
Cecilio,0,1684,100
Merton,0,1683,100
Arlyn,979,1681,1.72
Leamon,0,1680,100
Lavelle,806,1680,2.08
Darel,5,1678,335.6
Norwood,0,1676,100
